"y"	"x"	"type"	"predictor"	"rep"	"score"	"value"
"134"	"surv.grps"	"eff.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	15	"auroc"	0.666118421052631
"135"	"surv.grps"	"path.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	15	"auroc"	0.650767543859649
"136"	"surv.grps"	"fun.vals"	"func-wise"	"predictorRadialSVM"	16	"auroc"	0.633687258687258
"137"	"surv.grps"	"go.vals"	"func-wise"	"predictorSparseSVM"	16	"auroc"	0.665781853281853
"138"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	16	"auroc"	0.689430501930501
"139"	"surv.grps"	"path.vals"	"path-wise"	"predictorRadialSVM"	16	"auroc"	0.708494208494209
"140"	"surv.grps"	"path.genes.vals"	"gene-wise"	"predictorLinearSVM"	16	"auroc"	0.663127413127414
"141"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorLinearSVM"	16	"auroc"	0.662403474903475
"142"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorLinearSVM"	16	"auroc"	0.662162162162163
"143"	"surv.grps"	"eff.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	16	"auroc"	0.673986486486486
"144"	"surv.grps"	"path.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	16	"auroc"	0.703909266409266
"145"	"surv.grps"	"fun.vals"	"func-wise"	"predictorSparseSVM"	17	"auroc"	0.654060066740823
"146"	"surv.grps"	"go.vals"	"func-wise"	"predictorSparseSVM"	17	"auroc"	0.69321468298109
"147"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	17	"auroc"	0.753948832035595
"148"	"surv.grps"	"path.vals"	"path-wise"	"predictorLinearSVM"	17	"auroc"	0.761290322580645
"149"	"surv.grps"	"path.genes.vals"	"gene-wise"	"predictorRadialSVM"	17	"auroc"	0.733259176863181
"150"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorRadialSVM"	17	"auroc"	0.738820912124582
"151"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorRadialSVM"	17	"auroc"	0.736373748609566
"152"	"surv.grps"	"eff.and.other.genes.vals"	"mix-wise"	"predictorRadialSVM"	17	"auroc"	0.74349276974416
"153"	"surv.grps"	"path.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	17	"auroc"	0.789098998887653
"154"	"surv.grps"	"fun.vals"	"func-wise"	"predictorRadialSVM"	18	"auroc"	0.63733532189908
"155"	"surv.grps"	"go.vals"	"func-wise"	"predictorLinearSVM"	18	"auroc"	0.644295302013423
"156"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	18	"auroc"	0.687298036291325
"157"	"surv.grps"	"path.vals"	"path-wise"	"predictorRadialSVM"	18	"auroc"	0.694009445687298
"158"	"surv.grps"	"path.genes.vals"	"gene-wise"	"predictorRadialSVM"	18	"auroc"	0.664678100919712
"159"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorLinearSVM"	18	"auroc"	0.703952274422073
"160"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorLinearSVM"	18	"auroc"	0.695749440715884
"161"	"surv.grps"	"eff.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	18	"auroc"	0.714889386030325
"162"	"surv.grps"	"path.and.other.genes.vals"	"mix-wise"	"predictorRadialSVM"	18	"auroc"	0.697489435744469
"163"	"surv.grps"	"fun.vals"	"func-wise"	"predictorRadialSVM"	19	"auroc"	0.802150537634408
"164"	"surv.grps"	"go.vals"	"func-wise"	"predictorLinearSVM"	19	"auroc"	0.748694316436251
"165"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	19	"auroc"	0.780952380952381
"166"	"surv.grps"	"path.vals"	"path-wise"	"predictorLinearSVM"	19	"auroc"	0.828571428571428
"167"	"surv.grps"	"path.genes.vals"	"gene-wise"	"predictorLinearSVM"	19	"auroc"	0.786175115207373
"168"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorLDA"	19	"auroc"	0.751766513056835
"169"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorLDA"	19	"auroc"	0.763748079877112
"170"	"surv.grps"	"eff.and.other.genes.vals"	"mix-wise"	"predictorLDA"	19	"auroc"	0.768970814132104
"171"	"surv.grps"	"path.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	19	"auroc"	0.82642089093702
"172"	"surv.grps"	"fun.vals"	"func-wise"	"predictorGBM"	20	"auroc"	0.648548026805658
"173"	"surv.grps"	"go.vals"	"func-wise"	"predictorRadialSVM"	20	"auroc"	0.683544303797467
"174"	"surv.grps"	"eff.vals"	"path-wise"	"predictorSparseSVM"	20	"auroc"	0.64482501861504
"175"	"surv.grps"	"path.vals"	"path-wise"	"predictorSparseSVM"	20	"auroc"	0.628443782576321
"176"	"surv.grps"	"path.genes.vals"	"gene-wise"	"predictorLinearSVM"	20	"auroc"	0.706626954579299
"177"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorLinearSVM"	20	"auroc"	0.737155621742367
"178"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorLinearSVM"	20	"auroc"	0.739017125837676
"179"	"surv.grps"	"eff.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	20	"auroc"	0.744973938942665
"180"	"surv.grps"	"path.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	20	"auroc"	0.72114668652271
"181"	"surv.grps"	"fun.vals"	"func-wise"	"predictorKendallSVM"	21	"auroc"	0.735364238410596
"182"	"surv.grps"	"go.vals"	"func-wise"	"predictorRadialSVM"	21	"auroc"	0.793112582781457
"183"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	21	"auroc"	0.813509933774834
"184"	"surv.grps"	"path.vals"	"path-wise"	"predictorRadialSVM"	21	"auroc"	0.812450331125828
"185"	"surv.grps"	"path.genes.vals"	"gene-wise"	"predictorRadialSVM"	21	"auroc"	0.781192052980133
"186"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorRadialSVM"	21	"auroc"	0.783841059602649
"187"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorRadialSVM"	21	"auroc"	0.78728476821192
"188"	"surv.grps"	"eff.and.other.genes.vals"	"mix-wise"	"predictorRadialSVM"	21	"auroc"	0.794966887417218
"189"	"surv.grps"	"path.and.other.genes.vals"	"mix-wise"	"predictorRadialSVM"	21	"auroc"	0.794966887417219
"190"	"surv.grps"	"fun.vals"	"func-wise"	"predictorRadialSVM"	22	"auroc"	0.698051948051947
"191"	"surv.grps"	"go.vals"	"func-wise"	"predictorRadialSVM"	22	"auroc"	0.679161747343566
"192"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	22	"auroc"	0.675619834710743
"193"	"surv.grps"	"path.vals"	"path-wise"	"predictorRadialSVM"	22	"auroc"	0.728453364817001
"194"	"surv.grps"	"path.genes.vals"	"gene-wise"	"predictorLinearSVM"	22	"auroc"	0.702479338842974
"195"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorLinearSVM"	22	"auroc"	0.739669421487603
"196"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorLinearSVM"	22	"auroc"	0.735242030696575
"197"	"surv.grps"	"eff.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	22	"auroc"	0.749999999999999
"198"	"surv.grps"	"path.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	22	"auroc"	0.754132231404958
"199"	"surv.grps"	"fun.vals"	"func-wise"	"predictorRadialSVM"	23	"auroc"	0.585503472222223
"200"	"surv.grps"	"go.vals"	"func-wise"	"predictorRadialSVM"	23	"auroc"	0.657118055555556
"201"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	23	"auroc"	0.679904513888889
"202"	"surv.grps"	"path.vals"	"path-wise"	"predictorLinearSVM"	23	"auroc"	0.652777777777778
"203"	"surv.grps"	"path.genes.vals"	"gene-wise"	"predictorRadialSVM"	23	"auroc"	0.641059027777777
"204"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorLinearSVM"	23	"auroc"	0.672960069444444
"205"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorLinearSVM"	23	"auroc"	0.667751736111111
"206"	"surv.grps"	"eff.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	23	"auroc"	0.668836805555555
"207"	"surv.grps"	"path.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	23	"auroc"	0.664930555555555
"208"	"surv.grps"	"fun.vals"	"func-wise"	"predictorRadialSVM"	24	"auroc"	0.718002812939522
"209"	"surv.grps"	"go.vals"	"func-wise"	"predictorRadialSVM"	24	"auroc"	0.683895921237693
"210"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	24	"auroc"	0.700773558368495
"211"	"surv.grps"	"path.vals"	"path-wise"	"predictorRadialSVM"	24	"auroc"	0.741561181434599
"212"	"surv.grps"	"path.genes.vals"	"gene-wise"	"predictorRadialSVM"	24	"auroc"	0.695147679324894
"213"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorLinearSVM"	24	"auroc"	0.667721518987341
"214"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorLinearSVM"	24	"auroc"	0.662798874824191
"215"	"surv.grps"	"eff.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	24	"auroc"	0.674050632911392
"216"	"surv.grps"	"path.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	24	"auroc"	0.679324894514767
"217"	"surv.grps"	"fun.vals"	"func-wise"	"predictorGBM"	25	"auroc"	0.715465465465465
"218"	"surv.grps"	"go.vals"	"func-wise"	"predictorLinearSVM"	25	"auroc"	0.79104104104104
"219"	"surv.grps"	"eff.vals"	"path-wise"	"predictorLinearSVM"	25	"auroc"	0.728978978978978
"220"	"surv.grps"	"path.vals"	"path-wise"	"predictorLinearSVM"	25	"auroc"	0.809559559559559
"221"	"surv.grps"	"path.genes.vals"	"gene-wise"	"predictorRadialSVM"	25	"auroc"	0.776776776776776
"222"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorKendallSVM"	25	"auroc"	0.775025025025025
"223"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorRadialSVM"	25	"auroc"	0.755005005005005
"224"	"surv.grps"	"eff.and.other.genes.vals"	"mix-wise"	"predictorRadialSVM"	25	"auroc"	0.759259259259259
"225"	"surv.grps"	"path.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	25	"auroc"	0.811811811811812
"226"	"surv.grps"	"fun.vals"	"func-wise"	"predictorRadialSVM"	26	"auroc"	0.755505505505505
"227"	"surv.grps"	"go.vals"	"func-wise"	"predictorRadialSVM"	26	"auroc"	0.686436436436436
"228"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	26	"auroc"	0.732482482482482
"229"	"surv.grps"	"path.vals"	"path-wise"	"predictorRadialSVM"	26	"auroc"	0.735485485485486
"230"	"surv.grps"	"path.genes.vals"	"gene-wise"	"predictorRadialSVM"	26	"auroc"	0.679429429429429
"231"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorRadialSVM"	26	"auroc"	0.758008008008008
"232"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorRadialSVM"	26	"auroc"	0.751001001001001
"233"	"surv.grps"	"eff.and.other.genes.vals"	"mix-wise"	"predictorRadialSVM"	26	"auroc"	0.75975975975976
"234"	"surv.grps"	"path.and.other.genes.vals"	"mix-wise"	"predictorRadialSVM"	26	"auroc"	0.762762762762762
"235"	"surv.grps"	"fun.vals"	"func-wise"	"predictorRadialSVM"	27	"auroc"	0.633825944170771
"236"	"surv.grps"	"go.vals"	"func-wise"	"predictorLinearSVM"	27	"auroc"	0.729298615998124
"237"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	27	"auroc"	0.646727656579873
"238"	"surv.grps"	"path.vals"	"path-wise"	"predictorRadialSVM"	27	"auroc"	0.704902650715458
"239"	"surv.grps"	"path.genes.vals"	"gene-wise"	"predictorRF"	27	"auroc"	0.541402768003753
"240"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorRF"	27	"auroc"	0.561459066385175
"241"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorRF"	27	"auroc"	0.562866525920713
"242"	"surv.grps"	"eff.and.other.genes.vals"	"mix-wise"	"predictorRF"	27	"auroc"	0.556884822894675
"243"	"surv.grps"	"path.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	27	"auroc"	0.715693173821253
"244"	"surv.grps"	"fun.vals"	"func-wise"	"predictorRadialSVM"	28	"auroc"	0.803629132488193
